plan_vector,condition_vector,training_class,exercise_count,exercise_names
"[0.5756818652153015, 0.8244039416313171, 0.3940388560295105, 0.7876442670822144, 0.0, 0.25, 0.25, 0.0, 0.0, 0.5, 0.0, 0.0, 0.10314152389764786, 0.11034993082284927, 0.11798877269029617, 0.6547544598579407, 0.7133676409721375, 0.7069547772407532, 0.8891421556472778]","[0.41849464178085327, 0.359754353761673, 0.8390379548072815, 1.0, 1.0, 0.0, 0.0, 0.271700918674469, 0.0, 1.0, 0.0, 0.28482958674430847, 0.0, 0.0, 0.0, 0.32977139949798584, 0.6586920619010925, 0.677294909954071, 0.7137182354927063, 0.34911659359931946, 0.9813908338546753, 0.4120834469795227, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,4,barbell wrist curl v. 2;smith incline bench press;dumbbell reverse spider curl;lever front pulldown
"[0.4604202210903168, 0.5151649117469788, 0.6094261407852173, 0.7877210974693298, 0.4000000059604645, 0.20000000298023224, 0.20000000298023224, 0.0, 0.0, 0.0, 0.20000000298023224, 0.0, 0.11240199953317642, 0.1427403688430786, 0.17660875618457794, 0.5759431719779968, 0.5898215174674988, 0.8349159955978394, 0.7037631869316101]","[0.25692564249038696, 0.2766762375831604, 0.5309243202209473, 0.0, 1.0, 0.0, 0.0, 0.21045775711536407, 0.0, 0.0, 0.0, 0.06927269697189331, 0.0, 0.0, 0.0, 0.5748580098152161, 0.4001125395298004, 0.6652936935424805, 0.7764936089515686, 0.31186339259147644, 0.985837459564209, 0.693931519985199, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,bent knee lying twist (male);barbell seated overhead triceps extension;dumbbell palms in incline bench press;impossible dips;weighted side bend (on stability ball)
"[0.44784611463546753, 0.6249576210975647, 0.43123167753219604, 0.5169858932495117, 0.0, 0.0, 0.2857142984867096, 0.0, 0.2857142984867096, 0.2857142984867096, 0.1428571492433548, 0.0, 0.1322646290063858, 0.1093476191163063, 0.29946890473365784, 0.8934395909309387, 0.636833131313324, 0.6321725845336914, 0.6679491400718689]","[0.35042306780815125, 0.3518578112125397, 0.5064695477485657, 0.0, 1.0, 0.0, 0.0, 0.10353334993124008, 0.0, 0.0, 0.0, 0.07365255802869797, 0.0, 0.0, 0.0, 0.3200908303260803, 0.5093328356742859, 0.5724665522575378, 0.6321527361869812, 0.3175097703933716, 0.9845749139785767, 0.7488435506820679, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,smith leg press;weighted side bend (on stability ball);hack calf raise;cable decline fly;barbell standing rocking leg calf raise;barbell seated overhead triceps extension;cable seated crunch
"[0.8933199048042297, 0.613013505935669, 0.6667322516441345, 0.721054196357727, 0.20000000298023224, 0.6000000238418579, 0.0, 0.0, 0.0, 0.20000000298023224, 0.0, 0.0, 0.08309784531593323, 0.10030622035264969, 0.1768658459186554, 0.5681116580963135, 0.6783832907676697, 0.9444864392280579, 0.8763178586959839]","[0.46553245186805725, 0.3284059166908264, 0.5809859037399292, 0.0, 1.0, 0.0, 0.0, 0.16200080513954163, 0.0, 1.0, 0.0, 0.12933455407619476, 0.0, 1.0, 0.0, 0.5178208947181702, 0.36200395226478577, 0.5496929883956909, 0.6911634206771851, 0.3419356644153595, 0.9810056090354919, 0.697880744934082, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,5,dumbbell one arm hammer preacher curl;smith leg press;impossible dips;dumbbell standing concentration curl;dumbbell front raise
"[0.8786686062812805, 0.9868712425231934, 0.4127010405063629, 0.5379423499107361, 0.0, 0.6666666865348816, 0.3333333432674408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05629779025912285, 0.13733413815498352, 0.21371443569660187, 0.6925503611564636, 0.5563852787017822, 0.9733836650848389, 0.7651095390319824]","[0.512496829032898, 0.40332454442977905, 0.47243574261665344, 0.0, 1.0, 0.0, 0.0, 0.19682490825653076, 1.0, 0.0, 0.0, 0.1578667014837265, 0.0, 0.0, 0.0, 0.3169160783290863, 0.5467332005500793, 0.6424859762191772, 0.6128458380699158, 0.3040529787540436, 0.9730086922645569, 0.6208535432815552, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,3,dumbbell reverse spider curl;barbell standing close grip curl;dumbbell standing concentration curl
"[0.39387500286102295, 0.5333938002586365, 0.350523978471756, 0.4828229248523712, 0.0, 0.0, 0.0, 0.0, 0.25, 0.5, 0.0, 0.25, 0.11731407791376114, 0.07721550017595291, 0.10136500000953674, 0.6692723035812378, 0.7265869975090027, 0.7831780314445496, 0.841912567615509]","[0.4761410355567932, 0.337860643863678, 0.5492164492607117, 0.0, 1.0, 0.0, 0.0, 0.0909603014588356, 0.0, 1.0, 0.0, 0.1268455982208252, 0.0, 0.0, 0.0, 0.48898452520370483, 0.6006606221199036, 0.5697425007820129, 0.6843827366828918, 0.41350430250167847, 0.9832696318626404, 0.5364448428153992, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,4,hack calf raise;assisted hanging knee raise with throw down;cable decline fly;smith incline bench press
"[0.3567641079425812, 0.8384156823158264, 0.4943592846393585, 0.7199811339378357, 0.3333333432674408, 0.0, 0.6666666865348816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07110925018787384, 0.14526981115341187, 0.25672149658203125, 0.5987261533737183, 0.7792245745658875, 0.556548535823822, 0.680717408657074]","[0.2486688643693924, 0.26198598742485046, 0.829996645450592, 1.0, 1.0, 0.0, 0.0, 0.28763487935066223, 0.0, 0.0, 0.0, 0.2534025013446808, 0.0, 1.0, 0.0, 0.18647542595863342, 0.6814454793930054, 0.4060652554035187, 0.7012280225753784, 0.36257097125053406, 0.9704027771949768, 0.6587213277816772, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,3,barbell standing rocking leg calf raise;barbell standing calf raise;bent knee lying twist (male)
"[0.5266468524932861, 0.9053609371185303, 0.3375193476676941, 0.6589052677154541, 0.25, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.0, 0.08331800252199173, 0.08867153525352478, 0.21420395374298096, 0.7399584054946899, 0.6908897161483765, 0.6541616916656494, 0.80915766954422]","[0.3103496730327606, 0.2831321954727173, 0.8164081573486328, 1.0, 1.0, 0.0, 0.0, 0.21196796000003815, 0.0, 0.0, 0.0, 0.1359267681837082, 0.0, 0.0, 0.0, 0.3688420355319977, 0.5256585478782654, 0.4974251687526703, 0.7504395246505737, 0.401574045419693, 0.9698728919029236, 0.5601869821548462, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,4,weighted hyperextension (on stability ball);cable seated curl;impossible dips;smith incline bench press
"[0.42498987913131714, 0.9170820713043213, 0.5628296136856079, 0.4545764923095703, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.0, 0.09631958603858948, 0.13815002143383026, 0.28069108724594116, 0.8296510577201843, 0.8662779331207275, 0.5196489095687866, 0.8023002743721008]","[0.1757921278476715, 0.36866647005081177, 0.8936012387275696, 1.0, 0.0, 0.0, 0.0, 0.3387267291545868, 0.0, 0.0, 1.0, 0.23808027803897858, 0.0, 0.0, 0.0, 0.29008743166923523, 0.6930913329124451, 0.6426387429237366, 0.5592359900474548, 0.39650702476501465, 0.9871640801429749, 0.5886740684509277, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,7,weighted side bend (on stability ball);cable squatting curl;kettlebell pistol squat;impossible dips;barbell incline bench press;smith leg press;dumbbell lying single extension
"[0.8169785141944885, 0.9489904046058655, 0.6415784955024719, 0.7601280808448792, 0.1428571492433548, 0.1428571492433548, 0.0, 0.1428571492433548, 0.0, 0.4285714328289032, 0.0, 0.1428571492433548, 0.05688358470797539, 0.1290123611688614, 0.2566565275192261, 0.5656452178955078, 0.8310046195983887, 0.7262536883354187, 0.9500067830085754]","[0.2771986126899719, 0.3834489583969116, 0.4566795527935028, 0.0, 1.0, 0.0, 0.0, 0.17801807820796967, 0.0, 0.0, 1.0, 0.030691366642713547, 0.0, 0.0, 0.0, 0.44865182042121887, 0.38846898078918457, 0.5295542478561401, 0.8005736470222473, 0.3436121940612793, 0.9746417999267578, 0.7323421239852905, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,dumbbell palms in incline bench press;bent knee lying twist (male);kettlebell pistol squat;lever front pulldown;assisted hanging knee raise with throw down;lever seated row;smith incline bench press
"[0.319955050945282, 0.9970462918281555, 0.5113294124603271, 0.7657480239868164, 0.0, 0.1666666716337204, 0.5, 0.0, 0.1666666716337204, 0.1666666716337204, 0.0, 0.0, 0.06493614614009857, 0.1166096180677414, 0.2825235426425934, 0.7660089135169983, 0.6443300247192383, 0.5637109279632568, 0.6479723453521729]","[0.3766016662120819, 0.3803306818008423, 0.9330946207046509, 1.0, 0.0, 0.0, 0.0, 0.30532801151275635, 0.0, 1.0, 0.0, 0.05496186763048172, 0.0, 0.0, 0.0, 0.10661953687667847, 0.6131163239479065, 0.6483391523361206, 0.5631914734840393, 0.41154584288597107, 0.9674623012542725, 0.47966811060905457, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,6,cable squatting curl;barbell seated overhead triceps extension;barbell standing close grip curl;barbell standing rocking leg calf raise;dumbbell front raise;smith leg press
"[0.8673702478408813, 0.4735039472579956, 0.398370623588562, 0.3921326994895935, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 0.0, 0.12239867448806763, 0.085318922996521, 0.297738641500473, 0.857324481010437, 0.6836884617805481, 0.5745930075645447, 0.7960124015808105]","[0.36968839168548584, 0.430288702249527, 0.35296958684921265, 0.0, 0.0, 1.0, 1.0, 0.383035272359848, 0.0, 1.0, 0.0, 0.3847171664237976, 0.0, 0.0, 1.0, 0.8771088123321533, 0.2301182746887207, 0.6320432424545288, 0.6387919783592224, 0.381292462348938, 0.9633175730705261, 0.4383198320865631, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,4,lever front pulldown;cable seated crunch;kettlebell pistol squat;weighted hyperextension (on stability ball)
"[0.4352913498878479, 0.45660802721977234, 0.4808691740036011, 0.7914654612541199, 0.0, 0.4000000059604645, 0.6000000238418579, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08452071249485016, 0.08744668960571289, 0.2720734477043152, 0.7576871514320374, 0.7677245140075684, 0.9304006099700928, 0.745263397693634]","[0.6128610372543335, 0.4424988627433777, 0.2558884918689728, 0.0, 0.0, 1.0, 1.0, 0.2461932748556137, 0.0, 0.0, 0.0, 0.3342021703720093, 0.0, 0.0, 1.0, 0.5748692750930786, 0.3819912075996399, 0.6423118114471436, 0.5053430795669556, 0.34814661741256714, 0.9855664372444153, 0.4161321818828583, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,5,dumbbell one arm upright row;dumbbell reverse spider curl;barbell standing close grip curl;barbell seated overhead triceps extension;barbell incline bench press
"[0.8552607297897339, 0.8897436261177063, 0.6635273098945618, 0.45399582386016846, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.10737315565347672, 0.08214495331048965, 0.1513897031545639, 0.8035433888435364, 0.9089977145195007, 0.5467988848686218, 0.6378843784332275]","[0.3485527038574219, 0.4404902458190918, 0.40497517585754395, 0.0, 1.0, 0.0, 0.0, 0.12536710500717163, 0.0, 0.0, 0.0, 0.05492737516760826, 0.0, 0.0, 0.0, 0.32104891538619995, 0.5336940288543701, 0.5814998149871826, 0.7680204510688782, 0.4193214178085327, 0.9802259802818298, 0.5113400220870972, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,4,lever seated row;smith leg press;lever front pulldown;hack calf raise
"[0.26524803042411804, 0.5339286923408508, 0.44038131833076477, 0.31520146131515503, 0.1666666716337204, 0.5, 0.0, 0.0, 0.1666666716337204, 0.1666666716337204, 0.0, 0.0, 0.06190943345427513, 0.06931652128696442, 0.2675631046295166, 0.5317009687423706, 0.6493504643440247, 0.5050874948501587, 0.8478138446807861]","[0.2769901752471924, 0.362676739692688, 0.4227524995803833, 0.0, 1.0, 0.0, 0.0, 0.07775517553091049, 0.0, 1.0, 0.0, 0.0563306026160717, 0.0, 0.0, 0.0, 0.526698112487793, 0.5784049034118652, 0.5287453532218933, 0.6235931515693665, 0.4287722110748291, 0.9602470993995667, 0.7139161825180054, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,dumbbell palms in incline bench press;dumbbell reverse spider curl;cable squatting curl;dumbbell one arm hammer preacher curl;impossible dips;hack calf raise
"[0.25175127387046814, 0.8707478642463684, 0.5587518215179443, 0.3835380971431732, 0.0, 0.1428571492433548, 0.2857142984867096, 0.0, 0.1428571492433548, 0.2857142984867096, 0.1428571492433548, 0.0, 0.11307153850793839, 0.10962079465389252, 0.11297059804201126, 0.6334661245346069, 0.6954708099365234, 0.6224442720413208, 0.6215808391571045]","[0.28210553526878357, 0.3414241373538971, 0.867533802986145, 1.0, 0.0, 0.0, 0.0, 0.21358786523342133, 0.0, 0.0, 1.0, 0.19614137709140778, 0.0, 0.0, 0.0, 0.05447972193360329, 0.5374200940132141, 0.48955097794532776, 0.7493032813072205, 0.3285403251647949, 0.9729855060577393, 0.4093012809753418, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,7,barbell seated overhead triceps extension;dumbbell over bench revers wrist curl;barbell wrist curl v. 2;cable seated curl;lever seated row;hack calf raise;weighted side bend (on stability ball)
"[0.817130446434021, 0.5303723812103271, 0.46278151869773865, 0.8035858273506165, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.1256866753101349, 0.1481410264968872, 0.2549528479576111, 0.7242578268051147, 0.765533983707428, 0.9502577185630798, 0.7758233547210693]","[0.2653394937515259, 0.44085168838500977, 0.42845723032951355, 0.0, 1.0, 0.0, 0.0, 0.19169564545154572, 1.0, 0.0, 0.0, 0.02163206972181797, 0.0, 0.0, 0.0, 0.3859483599662781, 0.6354740858078003, 0.7334506511688232, 0.7838826179504395, 0.3802802562713623, 0.9736487865447998, 0.5568535327911377, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,4,sled 45° leg press (side pov);dumbbell one arm hammer preacher curl;dumbbell front raise;lever front pulldown
"[0.5515961050987244, 0.9657458066940308, 0.5020115375518799, 0.5553569197654724, 0.0, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.0, 0.5714285969734192, 0.0, 0.0, 0.09491385519504547, 0.08348752558231354, 0.20674030482769012, 0.7262773513793945, 0.518373429775238, 0.6302176117897034, 0.6065614223480225]","[0.26957035064697266, 0.20933955907821655, 0.8390377163887024, 1.0, 1.0, 0.0, 0.0, 0.21274705231189728, 0.0, 1.0, 0.0, 0.12292798608541489, 0.0, 0.0, 0.0, 0.1110527366399765, 0.7001972198486328, 0.44208550453186035, 0.7659692168235779, 0.3973030149936676, 0.9649401307106018, 0.5697454214096069, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,7,smith leg press;barbell seated overhead triceps extension;dumbbell lying single extension;hack calf raise;sled 45° leg press (side pov);smith incline bench press;kettlebell pistol squat
"[0.4639582335948944, 0.3608851134777069, 0.4878595769405365, 0.7154739499092102, 0.0, 0.1428571492433548, 0.2857142984867096, 0.0, 0.2857142984867096, 0.2857142984867096, 0.0, 0.0, 0.0860273689031601, 0.07354468107223511, 0.2862759530544281, 0.9107778668403625, 0.8191378116607666, 0.5683916807174683, 0.5724543929100037]","[0.47105681896209717, 0.4297087490558624, 0.2339773327112198, 0.0, 0.0, 1.0, 1.0, 0.27661314606666565, 0.0, 0.0, 0.0, 0.3726257383823395, 0.0, 1.0, 1.0, 0.878523588180542, 0.1934695988893509, 0.5531933903694153, 0.6588022112846375, 0.3523681163787842, 0.9601312279701233, 0.332161545753479, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",recovery,7,cable seated crunch;lever seated row;barbell seated overhead triceps extension;barbell wrist curl v. 2;smith incline bench press;cable decline fly;dumbbell one arm hammer preacher curl
"[0.23708024621009827, 0.847536563873291, 0.546327531337738, 0.46582821011543274, 0.0, 0.0, 0.0, 0.0, 0.5, 0.25, 0.25, 0.0, 0.12209325283765793, 0.1282365769147873, 0.2867797911167145, 0.6838873624801636, 0.8430083394050598, 0.8013081550598145, 0.7626030445098877]","[0.23316240310668945, 0.3844185173511505, 0.8002296686172485, 1.0, 1.0, 0.0, 0.0, 0.2679559290409088, 0.0, 0.0, 0.0, 0.18577086925506592, 0.0, 0.0, 0.0, 0.2487211972475052, 0.5232283473014832, 0.6187040209770203, 0.6259016990661621, 0.4308502674102783, 0.9704845547676086, 0.6765182018280029, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_threshold,4,cable seated crunch;hack calf raise;weighted hyperextension (on stability ball);cable squatting curl
"[0.3467409312725067, 0.9475606679916382, 0.32158905267715454, 0.7802383303642273, 0.4000000059604645, 0.6000000238418579, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10113587975502014, 0.1118946522474289, 0.16052111983299255, 0.9833487868309021, 0.6409254670143127, 0.7944390177726746, 0.996708333492279]","[0.27992236614227295, 0.3835049569606781, 0.8400248289108276, 1.0, 0.0, 0.0, 0.0, 0.29886072874069214, 0.0, 0.0, 1.0, 0.09556014835834503, 0.0, 0.0, 0.0, 0.2201724797487259, 0.6266484260559082, 0.631521463394165, 0.7565888166427612, 0.33764350414276123, 0.9744430780410767, 0.3633185923099518, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,5,impossible dips;dumbbell front raise;dumbbell one arm upright row;bent knee lying twist (male);dumbbell one arm hammer preacher curl
"[0.22858348488807678, 0.9786210060119629, 0.6674692630767822, 0.5032957792282104, 0.0, 0.3333333432674408, 0.6666666865348816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10154224187135696, 0.09661193937063217, 0.27643996477127075, 0.8443009257316589, 0.639055609703064, 0.7234206199645996, 0.7144829630851746]","[0.1532890945672989, 0.23395852744579315, 0.880505383014679, 1.0, 0.0, 0.0, 0.0, 0.2724158763885498, 0.0, 0.0, 0.0, 0.1007767990231514, 0.0, 0.0, 0.0, 0.3251936137676239, 0.4968443512916565, 0.6136464476585388, 0.5941821336746216, 0.3603419363498688, 0.9864359498023987, 0.4763574004173279, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",power_hiit,3,barbell wrist curl v. 2;barbell standing calf raise;dumbbell standing concentration curl
"[0.8736376166343689, 0.31038227677345276, 0.6562561392784119, 0.49990496039390564, 0.0, 0.3333333432674408, 0.0, 0.0, 0.0, 0.3333333432674408, 0.3333333432674408, 0.0, 0.06895182281732559, 0.05149797350168228, 0.11410456150770187, 0.5859217047691345, 0.512704610824585, 0.6679249405860901, 0.5224465727806091]","[0.5243318676948547, 0.45119667053222656, 0.2797282636165619, 0.0, 0.0, 1.0, 1.0, 0.22392608225345612, 0.0, 1.0, 0.0, 0.3145524859428406, 0.0, 0.0, 1.0, 0.6663666367530823, 0.2416144460439682, 0.7776632905006409, 0.512711763381958, 0.4010477364063263, 0.9759074449539185, 0.461225688457489, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",recovery,3,lever seated row;dumbbell standing concentration curl;weighted side bend (on stability ball)
"[0.8595404624938965, 0.7876664996147156, 0.39473602175712585, 0.46989819407463074, 0.0, 0.3333333432674408, 0.1666666716337204, 0.0, 0.3333333432674408, 0.1666666716337204, 0.0, 0.0, 0.1421927660703659, 0.13874851167201996, 0.1810292899608612, 0.5191535949707031, 0.5242486596107483, 0.6419591307640076, 0.814561128616333]","[0.4993972182273865, 0.3230091333389282, 0.4200422763824463, 0.0, 1.0, 0.0, 0.0, 0.18474233150482178, 1.0, 0.0, 0.0, 0.09505859762430191, 0.0, 0.0, 0.0, 0.4509502053260803, 0.6438259482383728, 0.5893208980560303, 0.7952494621276855, 0.3677045702934265, 0.9748752117156982, 0.729127049446106, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,6,cable seated crunch;barbell standing rocking leg calf raise;sled 45° leg press (side pov);dumbbell over bench revers wrist curl;cable decline fly;dumbbell lying single extension
"[0.8827326893806458, 0.9918020367622375, 0.6179574728012085, 0.6451757550239563, 0.0, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.2857142984867096, 0.0, 0.1428571492433548, 0.10200625658035278, 0.14706207811832428, 0.23912456631660461, 0.9723650813102722, 0.6582754254341125, 0.6668874025344849, 0.927362322807312]","[0.4135025143623352, 0.2947794497013092, 0.4887833297252655, 0.0, 1.0, 0.0, 0.0, 0.1468426138162613, 0.0, 0.0, 0.0, 0.17920567095279694, 0.0, 0.0, 0.0, 0.20708177983760834, 0.6085321307182312, 0.5022836327552795, 0.736564576625824, 0.3033294677734375, 0.9719852209091187, 0.7457880973815918, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",endurance_basic,7,dumbbell over bench revers wrist curl;lever seated row;hack calf raise;barbell standing close grip curl;assisted hanging knee raise with throw down;kettlebell pistol squat;cable seated curl
